    2016v3 --> 164408000 events
      2017 --> 101520000 events
      2018 --> 93446000 events
    2016v2 --> 89743000 events

recommended       type    mass         V2    ctau (mm)  ctauRatioToTheory   events                cross section  miniAOD directory
          *      dirac     2.0      5e-05     774.7634               1.14        ?       1.238e-01 +- 5.352e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-2_V-0.00707106781187_mu_Dirac_massiveAndCKM_LO
          *      dirac     2.0      5e-05    2235.2021               1.50    91000       5.260e-02 +- 2.293e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-2_V-0.00707106781187_tau_Dirac_massiveAndCKM_LO
          *      dirac     5.0      7e-05       1.6441                  -     1000       4.814e-01 +- 2.120e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.00836660026534_3l_Dirac_massiveAndCKM_LO
          *      dirac     5.0      7e-05       2.1060                  -     1000       3.219e-01 +- 1.730e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.00836660026534_2l_Dirac_massiveAndCKM_LO
          *      dirac     5.0      7e-05       4.2043               0.97     1000       1.621e-01 +- 3.670e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.00836660026534_e_Dirac_massiveAndCKM_LO
          *      dirac     5.0      7e-05       4.2162               1.01   100000       1.628e-01 +- 7.117e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.00836660026534_mu_Dirac_massiveAndCKM_LO
          *      dirac     4.0      7e-05       5.6832                  -     1000       4.689e-01 +- 2.066e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.00836660026534_3l_Dirac_massiveAndCKM_LO
          *      dirac     4.0      7e-05       6.9205                  -     1000       3.187e-01 +- 1.713e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.00836660026534_2l_Dirac_massiveAndCKM_LO
          *      dirac     5.0      7e-05       7.5779               1.04    99000       1.541e-01 +- 6.785e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.00836660026534_tau_Dirac_massiveAndCKM_LO
          *      dirac     4.0      7e-05      13.8667               1.01     1000       1.616e-01 +- 3.660e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.00836660026534_e_Dirac_massiveAndCKM_LO
          *      dirac     4.0      7e-05      13.8922               1.04     1000       1.623e-01 +- 3.677e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.00836660026534_mu_Dirac_massiveAndCKM_LO
          *      dirac     3.0      7e-05      27.5372                  -     1000       4.586e-01 +- 2.021e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-3_V-0.00836660026534_3l_Dirac_massiveAndCKM_LO
          *      dirac     4.0      7e-05      31.4627               1.28     1000       1.364e-01 +- 3.081e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.00836660026534_tau_Dirac_massiveAndCKM_LO
          *      dirac     3.0      7e-05      32.3991                  -     1000       3.231e-01 +- 1.737e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-3_V-0.00836660026534_2l_Dirac_massiveAndCKM_LO
          *      dirac     3.0      7e-05      64.7368               1.07     1000       1.627e-01 +- 3.690e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-3_V-0.00836660026534_e_Dirac_massiveAndCKM_LO
          *      dirac     3.0      7e-05      65.2148               1.10     1000       1.648e-01 +- 3.736e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-3_V-0.00836660026534_mu_Dirac_massiveAndCKM_LO
          *      dirac     3.0      7e-05     181.8611               1.55     1000       9.953e-02 +- 2.255e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-3_V-0.00836660026534_tau_Dirac_massiveAndCKM_LO
          *      dirac     2.0      7e-05     236.1385                  -     1000       4.738e-01 +- 2.088e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-2_V-0.00836660026534_3l_Dirac_massiveAndCKM_LO
          *      dirac     2.0      7e-05     275.0848                  -     1000       3.450e-01 +- 1.855e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-2_V-0.00836660026534_2l_Dirac_massiveAndCKM_LO
          *      dirac     2.0      7e-05     546.1703               1.11   100000       1.730e-01 +- 7.529e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-2_V-0.00836660026534_e_Dirac_massiveAndCKM_LO
          *      dirac     2.0      7e-05     553.4137               1.14    99000       1.734e-01 +- 7.546e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-2_V-0.00836660026534_mu_Dirac_massiveAndCKM_LO
          *      dirac     2.0      7e-05    1596.5663               1.50   100000       7.365e-02 +- 3.204e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-2_V-0.00836660026534_tau_Dirac_massiveAndCKM_LO
          *      dirac     5.0    8.2e-05       6.4911               1.04   250000       1.799e-01 +- 7.918e-05     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-5_V-0.00904_tau_Dirac_massiveAndCKM_LO
          *      dirac     5.0    8.2e-05       6.4911               1.04    26000       1.795e-01 +- 8.527e-05     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-5_V-0.00904_tau_Dirac_massiveAndCKM_LO_tauLeptonic
          *      dirac     5.0    8.2e-05       6.4911               1.04   250000       1.796e-01 +- 7.960e-05     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-5_V-0.00904_tau_Dirac_massiveAndCKM_LO
          *      dirac     5.0    8.2e-05       6.4911               1.04    32000       1.796e-01 +- 8.060e-05     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-5_V-0.00904_tau_Dirac_massiveAndCKM_LO_tauLeptonic
          *      dirac     5.0    8.2e-05       6.4911               1.04   500000       1.804e-01 +- 7.858e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.00904_tau_Dirac_massiveAndCKM_LO
          *      dirac     5.0    8.2e-05       6.4911               1.04   104000       1.800e-01 +- 7.925e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.00904_tau_Dirac_massiveAndCKM_LO_tauLeptonic
          *      dirac     4.0    8.6e-05      25.5742               1.28   250000       1.691e-01 +- 7.408e-05     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-4_V-0.00928_tau_Dirac_massiveAndCKM_LO
          *      dirac     4.0    8.6e-05      25.5742               1.28    34000       1.688e-01 +- 7.461e-05     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-4_V-0.00928_tau_Dirac_massiveAndCKM_LO_tauLeptonic
          *      dirac     4.0    8.6e-05      25.5742               1.28   250000       1.690e-01 +- 7.361e-05     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-4_V-0.00928_tau_Dirac_massiveAndCKM_LO
          *      dirac     4.0    8.6e-05      25.5742               1.28    23000       1.687e-01 +- 8.378e-05     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-4_V-0.00928_tau_Dirac_massiveAndCKM_LO_tauLeptonic
          *      dirac     4.0    8.6e-05      25.5742               1.28   500000       1.697e-01 +- 7.377e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.00928_tau_Dirac_massiveAndCKM_LO
          *      dirac     4.0    8.6e-05      25.5742               1.28    86000       1.691e-01 +- 7.407e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.00928_tau_Dirac_massiveAndCKM_LO_tauLeptonic
          *      dirac    20.0     0.0001       0.0023               0.97   100000       2.232e-01 +- 1.230e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-20_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    20.0     0.0001       0.0023               1.02   100000       2.240e-01 +- 1.312e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-20_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    20.0     0.0001       0.0023               0.97   100000       2.272e-01 +- 2.105e-04     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-20_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    20.0     0.0001       0.0023               1.02   100000       2.252e-01 +- 2.286e-04     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-20_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    20.0     0.0001       0.0023               0.97   100000       2.231e-01 +- 9.832e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-20_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    20.0     0.0001       0.0023               1.02   100000       2.236e-01 +- 9.873e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-20_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    20.0     0.0001       0.0024               0.87   100000       2.234e-01 +- 1.331e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-20_V-0.01_tau_Dirac_massiveAndCKM_LO
          *      dirac    20.0     0.0001       0.0024               0.87   100000       2.228e-01 +- 9.212e-05     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-20_V-0.01_tau_Dirac_massiveAndCKM_LO
          *      dirac    20.0     0.0001       0.0024               0.87   100000       2.236e-01 +- 9.906e-05   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-20_V-0.01_tau_Dirac_massiveAndCKM_LO
          *      dirac    12.0     0.0001       0.0311               0.95   100000       2.396e-01 +- 1.044e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-12_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    12.0     0.0001       0.0311               1.00   100000       2.392e-01 +- 1.040e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-12_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    12.0     0.0001       0.0311               0.95   100000       2.428e-01 +- 1.026e-04     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-12_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    12.0     0.0001       0.0311               1.00   100000       2.413e-01 +- 1.433e-04     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-12_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    12.0     0.0001       0.0311               0.95   100000       2.395e-01 +- 1.044e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-12_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    12.0     0.0001       0.0311               1.00   100000       2.389e-01 +- 1.044e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-12_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    11.0     0.0001       0.0486               0.95   100000       2.398e-01 +- 1.043e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-11_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    11.0     0.0001       0.0486               0.99   100000       2.394e-01 +- 1.039e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-11_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    11.0     0.0001       0.0486               0.95   100000       2.431e-01 +- 1.028e-04     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-11_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    11.0     0.0001       0.0486               0.99   100000       2.402e-01 +- 1.016e-04     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-11_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    11.0     0.0001       0.0486               0.95   100000       2.398e-01 +- 1.044e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-11_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    11.0     0.0001       0.0486               0.99   100000       2.398e-01 +- 1.038e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-11_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    10.0     0.0001       0.0792               0.94   100000       2.405e-01 +- 1.049e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-10_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    10.0     0.0001       0.0792               0.99   100000       2.399e-01 +- 1.034e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-10_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    10.0     0.0001       0.0792               0.94   100000       2.425e-01 +- 1.028e-04     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-10_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    10.0     0.0001       0.0792               0.99   100000       2.393e-01 +- 1.015e-04     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-10_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    10.0     0.0001       0.0792               0.94   100000       2.406e-01 +- 1.043e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-10_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac    10.0     0.0001       0.0792               0.99   100000       2.402e-01 +- 1.047e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-10_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac    10.0     0.0001       0.0933               0.79   100000       2.408e-01 +- 1.064e-04     2018 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Autumn18/displaced/HeavyNeutrino_trilepton_M-10_V-0.01_tau_Dirac_massiveAndCKM_LO
          *      dirac    10.0     0.0001       0.0933               0.79   100000       2.409e-01 +- 5.589e-04     2017 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Fall17/displaced/HeavyNeutrino_trilepton_M-10_V-0.01_tau_Dirac_massiveAndCKM_LO
          *      dirac    10.0     0.0001       0.0933               0.79   100000       2.406e-01 +- 1.050e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-10_V-0.01_tau_Dirac_massiveAndCKM_LO
          *      dirac     8.0     0.0001       0.2503               0.94   100000       2.381e-01 +- 2.887e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-8_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac     8.0     0.0001       0.2506               0.98    99000       2.387e-01 +- 1.049e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-8_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac     8.0     0.0001       0.3217               0.81   100000       2.391e-01 +- 1.042e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-8_V-0.01_tau_Dirac_massiveAndCKM_LO
          *      dirac     5.0     0.0001       1.1509                  -     1000       6.850e-01 +- 3.018e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.01_3l_Dirac_massiveAndCKM_LO
          *      dirac     5.0     0.0001       1.4742                  -     1000       4.603e-01 +- 2.474e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.01_2l_Dirac_massiveAndCKM_LO
          *      dirac     5.0     0.0001       2.9430               0.97    99000       2.299e-01 +- 5.507e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.01_e_Dirac_massiveAndCKM_LO
          *      dirac     5.0     0.0001       2.9513               1.01   100000       2.318e-01 +- 6.578e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.01_mu_Dirac_massiveAndCKM_LO
          *      dirac     4.0     0.0001       3.9782                  -     1000       6.669e-01 +- 2.938e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.01_3l_Dirac_massiveAndCKM_LO
          *      dirac     4.0     0.0001       4.8443                  -     1000       4.554e-01 +- 2.448e-03   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.01_2l_Dirac_massiveAndCKM_LO
          *      dirac     5.0     0.0001       5.3046               1.04   100000       2.178e-01 +- 5.215e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-5_V-0.01_tau_Dirac_massiveAndCKM_LO
          *      dirac     4.0     0.0001       9.7066               1.01    99000       2.309e-01 +- 1.262e-04   2016v3 /pnfs/iihe/cms/store/user/tomc/heavyNeutrinoMiniAOD/Moriond17_aug2018_miniAODv3/displaced/HeavyNeutrino_trilepton_M-4_V-0.01_e_Dirac_massiveAndCKM_LO
